name,market,funding_total_usd,country_code,region,city,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,age_first_funding,age_last_funding,status_binary,total_investment
Forseva,Software ,-   ,USA,Chicago,Chicago,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479452054794521,0.7479452054794521,1,0.0
Forterra Systems,Software ," 12,00,000 ",USA,SF Bay Area,San Mateo,1.0,6.0,2.0,2005.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021917808219178,4.021917808219178,1,1200000.0
Fortify Software,Software ," 1,00,00,000 ",USA,SF Bay Area,San Mateo,1.0,10.0,4.0,2002.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,3.208219178082192,3.208219178082192,1,10000000.0
Fortisphere,Software ," 1,00,00,000 ",USA,"Washington, D.C.",Chantilly,1.0,1.0,1.0,2006.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8821917808219175,1.8821917808219175,0,10000000.0
Fotolog,Other," 40,00,000 ",USA,New York City,New York,1.0,5.0,2.0,2002.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,4.4301369863013695,4.4301369863013695,1,4000000.0
Fotomoto,Other," 18,22,922 ",USA,SF Bay Area,San Francisco,3.0,10.0,4.0,2008.0,300000.0,1522922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671232876712328,2.649315068493151,1,1822922.0
Framehawk,Other," 1,65,00,000 ",USA,SF Bay Area,San Francisco,2.0,8.0,3.0,2008.0,0.0,16500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.347945205479452,3.452054794520548,1,16500000.0
Frayman Group,Other,-   ,GBR,London,London,1.0,2.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
FreeLunched,Other,-   ,USA,Miami,Miami,1.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Freever,Other,-   ,FRA,Paris,Paris,1.0,1.0,1.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7506849315068491,1.7506849315068491,1,0.0
Frequent Browser,Other," 2,00,000 ",USA,Chicago,Chicago,1.0,7.0,3.0,2010.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4958904109589041,0,200000.0
FriendFeed,Social Media ," 50,00,000 ",USA,SF Bay Area,Mountain View,1.0,10.0,4.0,2007.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054794520547945,0.4054794520547945,1,5000000.0
Fringe Corp,Mobile ," 4,10,000 ",USA,Cape Cod,Sandwich,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,410000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2767123287671234,1.2767123287671234,0,410000.0
Frogmetrics,Other,-   ,USA,New York City,Brooklyn,1.0,1.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4164383561643835,0.4164383561643835,0,0.0
froodies GmbH,Other,-   ,DEU,Dusseldrof,Düsseldorf,1.0,3.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8383561643835615,1.8383561643835615,0,0.0
frooly,Social Media ," 13,08,754 ",GBR,Sheffield,Sheffield,1.0,6.0,2.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,1308754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008219178082192,1.008219178082192,0,1308754.0
FRWD Technologies,Other," 18,82,200 ",FIN,Oulu,Oulu,1.0,1.0,1.0,2000.0,0.0,1882200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.394520547945206,5.394520547945206,1,1882200.0
FTAPI Software,Security ,-   ,DEU,Munich,Munich,1.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1616438356164385,2.1616438356164385,1,0.0
Fuego Nation,Social Media ," 15,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2007.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1917808219178083,1.1917808219178083,0,1500000.0
FuGen Solutions,Curated Web ," 9,24,752 ",USA,SF Bay Area,Sunnyvale,1.0,1.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,924752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.049315068493151,6.049315068493151,1,924752.0
Fundamo (Proprietary),Finance ," 51,50,000 ",ZAF,Cape Town,Cape Town,1.0,1.0,1.0,2000.0,0.0,5150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.526027397260274,7.526027397260274,1,5150000.0
Funium,Games ," 30,50,000 ",USA,UT - Other,Mapleton,3.0,1.0,1.0,2010.0,3000000.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.158904109589041,2.6,0,3050000.0
Furiex Pharmaceuticals,Biotechnology ," 1,50,00,000 ",USA,Raleigh,Morrisville,1.0,1.0,1.0,1998.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75890410958904,15.75890410958904,1,15000000.0
Futuretec,Finance ," 80,65,397 ",GBR,Aberdeen,Aberdeen,1.0,1.0,1.0,2005.0,8065397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2356164383561645,3.2356164383561645,0,8065397.0
Futuris.tk,Messaging ," 10,000 ",BRA,Curitiba,Curitiba,1.0,8.0,3.0,2009.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3150684931506849,0,10000.0
Fuze Network,Finance ," 37,00,000 ",USA,Salt Lake City,Salt Lake City,2.0,8.0,3.0,2010.0,1200000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616438356164384,2.1616438356164385,1,3700000.0
Fyber,Other," 95,90,000 ",DEU,Berlin,Berlin,4.0,1.0,1.0,2009.0,0.0,9590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4958904109589041,2.1452054794520548,1,9590000.0
G.ho.st,Other," 30,00,000 ",ISR,Tel Aviv,Jerusalem,1.0,1.0,1.0,2006.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.408219178082192,2.408219178082192,0,3000000.0
GaBoom,Games ," 87,468 ",GBR,GBR - Other,Godalming,1.0,2.0,1.0,2010.0,87468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0575342465753424,0,87468.0
Gaiacom Wireless Networks,Mobile ," 5,00,000 ",IRL,IRL - Other,Tullamore,1.0,12.0,4.0,1999.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,500000.0
GaleForce Solutions,Finance ," 21,20,000 ",CAN,Vancouver,Vancouver,1.0,1.0,1.0,2003.0,0.0,2120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.315068493150685,3.315068493150685,1,2120000.0
"Game Trading technologies, Inc.",Games ," 39,00,000 ",USA,Baltimore,Hunt Valley,1.0,1.0,1.0,2003.0,0.0,3900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.158904109589041,7.158904109589041,0,3900000.0
Game Trust,Games ," 90,00,000 ",USA,New York City,New York,2.0,1.0,1.0,2002.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.416438356164384,3.873972602739726,1,9000000.0
GamerDNA,Games ," 30,00,000 ",USA,Boston,Cambridge,2.0,10.0,4.0,2006.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479452054794521,1.547945205479452,1,3000000.0
Gameview Studios,Games ," 50,000 ",USA,SF Bay Area,Mountain View,1.0,4.0,2.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2465753424657534,1,50000.0
Gamook,Games ," 15,00,000 ",USA,SF Bay Area,Menlo Park,1.0,1.0,1.0,2008.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054794520547945,0.2054794520547945,0,1500000.0
gantto,Curated Web ,-   ,USA,SF Bay Area,San Francisco,1.0,8.0,3.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260273972,0.0027397260273972,1,0.0
Garlik,Other," 2,46,90,000 ",GBR,London,Richmond,4.0,1.0,1.0,2005.0,0.0,24690000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400000.0,11950000.0,2340000.0,0.0,0.0,0.0,0.0,0.0,1.3095890410958904,4.30958904109589,1,24690000.0
GasBuddy,Mobile ," 4,000 ",USA,"Washington, D.C.",Gaithersburg,1.0,6.0,2.0,1999.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4246575342465753,0.4246575342465753,1,4000.0
GATe Technology,Other," 35,00,000 ",VNM,Ho Chi Minh,Ho Chi Minh City,1.0,7.0,3.0,2007.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808219178082192,3.808219178082192,0,3500000.0
gate5,Mobile ," 1,39,72,693 ",DEU,Berlin,Berlin,2.0,1.0,1.0,1999.0,5858093.0,8114600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8114600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.167123287671233,1,13972693.0
GateGuru,Mobile ," 8,00,000 ",USA,New York City,New York,1.0,5.0,2.0,2009.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1616438356164385,2.1616438356164385,1,800000.0
GazeHawk,Finance ,-   ,USA,SF Bay Area,Mountain View,1.0,12.0,4.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4986301369863014,0.4986301369863014,1,0.0
Gazzang,Other," 95,60,000 ",USA,Austin,Austin,3.0,1.0,1.0,2010.0,0.0,7560000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9287671232876712,3.008219178082192,1,9560000.0
gdgt,Other," 37,15,000 ",USA,SF Bay Area,San Francisco,2.0,7.0,3.0,2009.0,550000.0,3165000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7671232876712328,1,3715000.0
Ge.tt,Other," 4,57,590 ",DNK,Copenhagen,Copenhagen,1.0,11.0,4.0,2010.0,457590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1342465753424658,1.1342465753424658,1,457590.0
Gear6,Other," 2,00,00,000 ",USA,SF Bay Area,Mountain View,2.0,8.0,3.0,2006.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.652054794520548,1,20000000.0
Gearworks,Other," 2,60,41,107 ",USA,Minneapolis,Eagan,2.0,1.0,1.0,1999.0,0.0,21400000.0,0.0,0.0,0.0,4641107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.145205479452056,10.101369863013698,1,26041107.0
Gecko Audio,Software ," 30,00,000 ",USA,SF Bay Area,Palo Alto,1.0,1.0,1.0,2006.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8328767123287671,0.8328767123287671,0,3000000.0
GeekStatus,Curated Web ," 4,35,953 ",USA,Los Angeles,Beverly Hills,4.0,8.0,3.0,2010.0,110953.0,0.0,0.0,0.0,0.0,0.0,325000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.136986301369863,0,435953.0
Gencia,Biotechnology ," 57,30,000 ",USA,"Washington, D.C.",Charlottesville,4.0,1.0,1.0,2002.0,0.0,5730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980000.0,0.0,0.0,0.0,0.0,0.0,0.0,8.482191780821918,11.545205479452054,0,5730000.0
Generate,Other," 80,00,000 ",USA,Los Angeles,Santa Monica,2.0,1.0,1.0,2004.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.175342465753425,5.536986301369863,1,8000000.0
Generic Media,Software ," 25,00,000 ",USA,SF Bay Area,Palo Alto,1.0,1.0,1.0,2000.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.654794520547945,5.654794520547945,0,2500000.0
Generous Deals,E-Commerce ," 6,50,000 ",USA,Chicago,Chicago,3.0,11.0,4.0,2010.0,650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136986301369863,0,650000.0
Genesis Networks,Web Hosting ," 2,21,65,091 ",USA,New York City,New York,10.0,1.0,1.0,2002.0,0.0,15926583.0,0.0,0.0,0.0,6238508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736986301369863,8.347945205479451,1,22165091.0
Geni,Social Media ," 1,65,00,000 ",USA,Los Angeles,West Hollywood,3.0,6.0,2.0,2006.0,0.0,16500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,10000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.5863013698630137,2.638356164383562,1,16500000.0
Genia Technologies,Biotechnology ," 1,04,38,672 ",USA,SF Bay Area,Mountain View,1.0,3.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,10438672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2465753424657535,4.2465753424657535,1,10438672.0
Genieo Innovation,Other," 30,00,000 ",ISR,Tel Aviv,Herzliya,1.0,4.0,2.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2493150684931507,0.2493150684931507,1,3000000.0
GenieTown,Curated Web ," 20,00,000 ",USA,SF Bay Area,Palo Alto,1.0,10.0,4.0,2006.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,2000000.0
GEOCOMtms,Software ," 30,70,000 ",USA,Atlanta,Atlanta,1.0,1.0,1.0,1999.0,0.0,3070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46027397260274,6.46027397260274,1,3070000.0
GeoIQ,Analytics ," 1,15,00,000 ",USA,"Washington, D.C.",Arlington,3.0,7.0,3.0,2005.0,0.0,11500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550000.0,5450000.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13972602739726,1,11500000.0
Geoloqi,Other," 3,50,000 ",USA,"Portland, Oregon",Portland,2.0,4.0,2.0,2010.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2328767123287672,1.841095890410959,1,350000.0
Geomagic,Software ," 80,00,000 ",USA,Raleigh,Durham,2.0,1.0,1.0,1997.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.832876712328767,15.008219178082191,1,8000000.0
Geomerics,Software ," 17,13,923 ",GBR,London,Cambridge,1.0,1.0,1.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1713923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.526027397260274,8.526027397260274,1,1713923.0
George Mobile,Other," 3,00,000 ",CAN,Vancouver,Vancouver,1.0,9.0,3.0,2010.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1616438356164382,1.1616438356164382,0,300000.0
GET Holding NV,Enterprise Software ," 56,66,100 ",NLD,NLD - Other,Zaandijk,1.0,3.0,1.0,2007.0,0.0,5666100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5666100.0,0.0,0.0,0.0,0.0,0.0,1.8547945205479448,1.8547945205479448,0,5666100.0
GetBack,Curated Web ," 17,00,000 ",USA,Los Angeles,Los Angeles,1.0,9.0,3.0,2007.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1835616438356165,1.1835616438356165,0,1700000.0
Getfugu,Mobile ," 8,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2007.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9945205479452053,2.9945205479452053,0,800000.0
"GetWellNetwork, Inc.",Software ," 90,00,000 ",USA,"Washington, D.C.",Bethesda,2.0,1.0,1.0,1999.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.813698630136987,14.435616438356163,1,9000000.0
GFS IT,Games ," 4,65,743 ",CAN,Toronto,Woodbridge,1.0,1.0,1.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,465743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.095890410958904,1.095890410958904,0,465743.0
Ghostery,Other," 95,00,000 ",USA,New York City,New York,1.0,12.0,4.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.926027397260274,1.926027397260274,1,9500000.0
Giant Realm,Other," 55,00,000 ",USA,New York City,New York,2.0,1.0,1.0,2007.0,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1643835616438356,1.3506849315068492,1,5500000.0
Giftango,Mobile ," 64,00,000 ",USA,"Portland, Oregon",Portland,2.0,6.0,2.0,2005.0,0.0,6400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.271232876712329,5.287671232876712,1,6400000.0
Giftiki,Social Media ," 10,20,000 ",USA,SF Bay Area,San Francisco,2.0,6.0,2.0,2009.0,20000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2493150684931509,1.884931506849315,1,1020000.0
Gifts that Give,Other," 7,05,000 ",USA,Newark,South Orange,3.0,1.0,1.0,2008.0,0.0,155000.0,0.0,0.0,0.0,550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.835616438356164,5.002739726027397,0,705000.0
Gigle Networks,Other," 3,10,00,000 ",ESP,Barcelona,Barcelona,2.0,1.0,1.0,2005.0,0.0,31000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2219178082191782,2.9068493150684933,1,31000000.0
GigPark,Social Media ," 2,00,000 ",CAN,Toronto,Toronto,1.0,1.0,1.0,2007.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,200000.0
Gimao Networks,Curated Web ," 3,00,000 ",ISR,Tel Aviv,Tel Aviv,1.0,6.0,2.0,2008.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6712328767123288,0.6712328767123288,0,300000.0
Gioia Systems,Games ," 29,15,018 ",USA,Denver,Arvada,1.0,1.0,1.0,2005.0,0.0,2915018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.093150684931507,5.093150684931507,0,2915018.0
gis.to,Other," 2,454 ",USA,Chicago,Chicago,1.0,1.0,1.0,2010.0,2454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4958904109589042,1.4958904109589042,0,2454.0
GiveCorps,Other," 63,22,000 ",USA,Baltimore,Baltimore,2.0,1.0,1.0,2010.0,0.0,0.0,5500000.0,0.0,0.0,0.0,822000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2739726027397262,3.9315068493150687,1,6322000.0
Gizmo5,Other," 60,00,000 ",USA,San Diego,San Diego,1.0,4.0,2.0,2003.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.841095890410959,2.841095890410959,1,6000000.0
Gizmoz,Other," 1,81,00,000 ",USA,SF Bay Area,Menlo Park,3.0,1.0,1.0,2003.0,0.0,18100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300000.0,6500000.0,5300000.0,0.0,0.0,0.0,0.0,0.0,4.331506849315068,6.838356164383562,1,18100000.0
Glam .fr France,Other,-   ,FRA,Paris,Paris,1.0,1.0,1.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005479452054795,8.005479452054795,0,0.0
